mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_colsample_bytree,param_learning_rate,param_max_depth,param_min_child_weight,param_n_estimators,param_subsample,params,split0_test_neg_mean_squared_error,split1_test_neg_mean_squared_error,split2_test_neg_mean_squared_error,split3_test_neg_mean_squared_error,split4_test_neg_mean_squared_error,mean_test_neg_mean_squared_error,std_test_neg_mean_squared_error,rank_test_neg_mean_squared_error,split0_train_neg_mean_squared_error,split1_train_neg_mean_squared_error,split2_train_neg_mean_squared_error,split3_train_neg_mean_squared_error,split4_train_neg_mean_squared_error,mean_train_neg_mean_squared_error,std_train_neg_mean_squared_error,split0_test_r2,split1_test_r2,split2_test_r2,split3_test_r2,split4_test_r2,mean_test_r2,std_test_r2,rank_test_r2,split0_train_r2,split1_train_r2,split2_train_r2,split3_train_r2,split4_train_r2,mean_train_r2,std_train_r2
0.32830100059509276,0.055503565748320625,0.005820941925048828,0.0008161475820265483,0.8,0.01,7,3,100,0.8,"{'colsample_bytree': 0.8, 'learning_rate': 0.01, 'max_depth': 7, 'min_child_weight': 3, 'n_estimators': 100, 'subsample': 0.8}",-2251884800.0,-1484761728.0,-2584439552.0,-1522911104.0,-1495121152.0,-1867823667.2,461659955.0380281,74,-1341501696.0,-1400004480.0,-1328473344.0,-1426393088.0,-1462893056.0,-1391853132.8,50711711.60750119,0.6689999103546143,0.7187986373901367,0.6453360319137573,0.715558648109436,0.7024245262145996,0.6902235507965088,0.028539792556701863,74,0.7668538093566895,0.7714043259620667,0.7639303803443909,0.7666823863983154,0.7640056014060974,0.766575300693512,0.0027205689680253114
0.3519843578338623,0.05573810762944937,0.005813169479370117,0.00040165580336391115,0.8,0.01,7,3,100,1.0,"{'colsample_bytree': 0.8, 'learning_rate': 0.01, 'max_depth': 7, 'min_child_weight': 3, 'n_estimators': 100, 'subsample': 1.0}",-2295027200.0,-1519679872.0,-2569879296.0,-1506734208.0,-1510016896.0,-1880267494.4,459178855.2160964,75,-1267170560.0,-1335717760.0,-1265293568.0,-1356081664.0,-1368292864.0,-1318511283.2,43940407.85900878,0.6626584529876709,0.7121853828430176,0.6473341584205627,0.7185800671577454,0.6994597911834717,0.6880435705184936,0.028097313924985375,75,0.7797722220420837,0.7819012403488159,0.7751574516296387,0.7781833410263062,0.7792665362358093,0.7788561582565308,0.0022096706374904263
0.6655640602111816,0.10697818247455171,0.008403301239013672,0.001971827473043538,0.8,0.01,7,3,200,0.8,"{'colsample_bytree': 0.8, 'learning_rate': 0.01, 'max_depth': 7, 'min_child_weight': 3, 'n_estimators': 200, 'subsample': 0.8}",-1308302976.0,-1128428544.0,-1528849024.0,-769428672.0,-815542336.0,-1110110310.4,289064792.36747867,43,-432985536.0,-439308672.0,-455049440.0,-469492320.0,-478454304.0,-455058054.4,17268304.534403484,0.8076950907707214,0.7862851023674011,0.7901952862739563,0.8562901616096497,0.837681770324707,0.8156294822692871,0.027241658463120873,43,0.9247493147850037,0.9282687902450562,0.9191377758979797,0.9232043027877808,0.9228155612945557,0.9236351490020752,0.0029595848988881158
0.6733640193939209,0.12879187224503771,0.006908035278320313,0.0011126607040511359,0.8,0.01,7,3,200,1.0,"{'colsample_bytree': 0.8, 'learning_rate': 0.01, 'max_depth': 7, 'min_child_weight': 3, 'n_estimators': 200, 'subsample': 1.0}",-1418696192.0,-1194188032.0,-1557309568.0,-801798336.0,-808830656.0,-1156164556.8,309031461.5849776,48,-378276544.0,-392320992.0,-397831552.0,-403179616.0,-404814496.0,-395284640.0,9567592.185813272,0.791468620300293,0.7738308310508728,0.786289632320404,0.8502442836761475,0.8390176296234131,0.8081701993942261,0.03052437287752266,48,0.934257447719574,0.9359409809112549,0.929305374622345,0.9340512156486511,0.9346951842308044,0.9336500406265259,0.002269217486478818
0.17651138305664063,0.05566878887345527,0.007201337814331054,0.005420272269597155,0.8,0.1,3,1,100,0.8,"{'colsample_bytree': 0.8, 'learning_rate': 0.1, 'max_depth': 3, 'min_child_weight': 1, 'n_estimators': 100, 'subsample': 0.8}",-1141042432.0,-1511945472.0,-1092570880.0,-580849728.0,-608438208.0,-986969344.0,351769555.03361154,24,-281996096.0,-249732192.0,-267384960.0,-283992192.0,-281885088.0,-272998105.6,13066157.52512215,0.8322803974151611,0.7136502265930176,0.8500659465789795,0.8915119171142578,0.8789019584655762,0.8332820892333984,0.06335040510762026,29,0.9509904980659485,0.959223210811615,0.9524857401847839,0.9535468816757202,0.9545261859893799,0.9541545033454895,0.0027926635083371674
0.11064910888671875,0.020120065034955226,0.005202102661132813,0.0013245377702767538,0.8,0.1,3,1,100,1.0,"{'colsample_bytree': 0.8, 'learning_rate': 0.1, 'max_depth': 3, 'min_child_weight': 1, 'n_estimators': 100, 'subsample': 1.0}",-1015680448.0,-1301657856.0,-992134592.0,-637050688.0,-608154112.0,-910935539.2,259583595.51975238,4,-290060256.0,-265640416.0,-268619904.0,-294968064.0,-282993856.0,-280456499.2,11566132.840899214,0.8507071137428284,0.7534769773483276,0.863848865032196,0.8810150027275085,0.8789584636688232,0.8456012845039368,0.04735560050619128,8,0.9495890140533447,0.9566256999969482,0.952266275882721,0.9517515897750854,0.9543473124504089,0.9529159784317016,0.0023940491843497595
0.1750096321105957,0.03778877609637296,0.005999517440795898,0.003032621655926255,0.8,0.1,3,1,200,0.8,"{'colsample_bytree': 0.8, 'learning_rate': 0.1, 'max_depth': 3, 'min_child_weight': 1, 'n_estimators': 200, 'subsample': 0.8}",-1132630784.0,-1432773248.0,-1059982080.0,-539221696.0,-557830720.0,-944487705.6,346670939.7786679,14,-172512640.0,-152561200.0,-161346832.0,-172212208.0,-169193520.0,-165565280.0,7648699.085197273,0.8335168361663818,0.7286447882652283,0.8545381426811218,0.8992869853973389,0.8889743685722351,0.8409922242164611,0.06092927876888217,14,0.970018208026886,0.9750894904136658,0.9713286757469177,0.9718309640884399,0.9727056622505188,0.9721946001052857,0.001688805082887104
0.20496411323547364,0.05074839442094546,0.01541762351989746,0.006672030070016351,0.8,0.1,3,1,200,1.0,"{'colsample_bytree': 0.8, 'learning_rate': 0.1, 'max_depth': 3, 'min_child_weight': 1, 'n_estimators': 200, 'subsample': 1.0}",-1036756160.0,-1243932288.0,-982674112.0,-608158592.0,-571883520.0,-888680934.4,259236533.09770074,2,-189509856.0,-179531072.0,-169106064.0,-190720288.0,-180801872.0,-181933830.4,7825652.300090047,0.847609281539917,0.7644096612930298,0.8651471138000488,0.8864113092422485,0.8861774206161499,0.8499509572982789,0.045156248401390514,3,0.9670641422271729,0.9706857800483704,0.9699498414993286,0.9688035249710083,0.9708330035209656,0.9694672584533691,0.001399889323883183
0.10483355522155761,0.007974929665737733,0.005507707595825195,0.0015518714359960208,0.8,0.1,3,3,100,0.8,"{'colsample_bytree': 0.8, 'learning_rate': 0.1, 'max_depth': 3, 'min_child_weight': 3, 'n_estimators': 100, 'subsample': 0.8}",-938702592.0,-1325955712.0,-1437087360.0,-610005696.0,-570313600.0,-976412992.0,356368933.3963215,20,-292742720.0,-280505696.0,-300901664.0,-324752928.0,-298409568.0,-299462515.2,14472743.128932849,0.8620219230651855,0.7488751411437988,0.8027877807617188,0.8860663175582886,0.8864898681640625,0.8372482061386108,0.05370103512168932,18,0.9491227865219116,0.95419842004776,0.9465298056602478,0.9468796253204346,0.9518604874610901,0.9497182250022889,0.00294073627264643
0.10564041137695312,0.01696973893221656,0.00500640869140625,0.0011037374081458837,0.8,0.1,3,3,100,1.0,"{'colsample_bytree': 0.8, 'learning_rate': 0.1, 'max_depth': 3, 'min_child_weight': 3, 'n_estimators': 100, 'subsample': 1.0}",-1035200256.0,-1289492224.0,-1259104256.0,-637996096.0,-658447808.0,-976048128.0,281785764.9938937,19,-299981632.0,-277866016.0,-291439936.0,-318027360.0,-292122304.0,-295887449.6,13158014.513254583,0.8478379249572754,0.7557809948921204,0.8272124528884888,0.8808384537696838,0.8689484596252441,0.8361236572265625,0.044155311582216576,21,0.9478647112846375,0.9546294808387756,0.948211133480072,0.9479796886444092,0.9528747200965881,0.9503119468688965,0.0028653346583898346
0.15857157707214356,0.035304737947948535,0.005400419235229492,0.00102397407391832,0.8,0.1,3,3,200,0.8,"{'colsample_bytree': 0.8, 'learning_rate': 0.1, 'max_depth': 3, 'min_child_weight': 3, 'n_estimators': 200, 'subsample': 0.8}",-943476352.0,-1183965568.0,-1382962944.0,-550818944.0,-506037152.0,-913452192.0,344095675.76343054,5,-184520400.0,-171774560.0,-189998016.0,-212250656.0,-183005072.0,-188309740.8,13356111.055464108,0.8613202571868896,0.7757668495178223,0.8102152943611145,0.8971209526062012,0.8992829322814941,0.8487412571907044,0.0487089336313949,4,0.9679312705993652,0.9719523191452026,0.9662373661994934,0.9652817845344543,0.9704775810241699,0.9683760643005371,0.0025120672573998235
0.164292049407959,0.01983169106994014,0.007616615295410157,0.0018540555437507843,0.8,0.1,3,3,200,1.0,"{'colsample_bytree': 0.8, 'learning_rate': 0.1, 'max_depth': 3, 'min_child_weight': 3, 'n_estimators': 200, 'subsample': 1.0}",-1020168576.0,-1215323904.0,-1324164736.0,-629916928.0,-624131456.0,-962741120.0,290912857.4033756,16,-191132144.0,-172899776.0,-182578976.0,-211886240.0,-181433264.0,-187986080.0,13273191.826345192,0.8500474095344543,0.7698278427124023,0.8182842135429382,0.8823474049568176,0.8757784962654114,0.8392570734024047,0.04139396400476954,17,0.9667822122573853,0.9717685580253601,0.9675557613372803,0.9653413891792297,0.9707311391830444,0.96843581199646,0.0024273465685068158
0.17800230979919435,0.01843208139686695,0.005602455139160157,0.00049339464518984,0.8,0.1,5,1,100,0.8,"{'colsample_bytree': 0.8, 'learning_rate': 0.1, 'max_depth': 5, 'min_child_weight': 1, 'n_estimators': 100, 'subsample': 0.8}",-1327098496.0,-1491364096.0,-1113084544.0,-537264448.0,-630386112.0,-1019839539.2,376826431.05916196,34,-89790024.0,-89316848.0,-99481616.0,-94792248.0,-99653880.0,-94606923.2,4482324.433629248,0.8049323558807373,0.717548131942749,0.8472508192062378,0.8996525406837463,0.8745335936546326,0.8287834882736206,0.06387287070131804,35,0.9843949675559998,0.9854161739349365,0.982322096824646,0.984494686126709,0.9839237928390503,0.9841103434562684,0.0010165186229264308
0.14917616844177245,0.010341729528875413,0.005510568618774414,0.0006531840466763742,0.8,0.1,5,1,100,1.0,"{'colsample_bytree': 0.8, 'learning_rate': 0.1, 'max_depth': 5, 'min_child_weight': 1, 'n_estimators': 100, 'subsample': 1.0}",-1466989952.0,-1279101184.0,-1188582016.0,-584932800.0,-660847424.0,-1036090675.2,349952233.62027705,36,-90863336.0,-87631736.0,-93322720.0,-92624816.0,-87449416.0,-90378404.8,2452495.8076452976,0.7843700647354126,0.7577489614486694,0.8368902802467346,0.8907493352890015,0.8684708476066589,0.8276458978652954,0.04998511457464517,36,0.9842084050178528,0.9856913089752197,0.9834165573120117,0.984849214553833,0.985892653465271,0.9848116278648377,0.0009223846935451098
