mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_stacking__final_estimator__fit_intercept,param_stacking__gbr__n_estimators,param_stacking__lasso__alpha,param_stacking__ridge__alpha,params,split0_test_neg_mean_squared_error,split1_test_neg_mean_squared_error,split2_test_neg_mean_squared_error,split3_test_neg_mean_squared_error,split4_test_neg_mean_squared_error,mean_test_neg_mean_squared_error,std_test_neg_mean_squared_error,rank_test_neg_mean_squared_error,split0_train_neg_mean_squared_error,split1_train_neg_mean_squared_error,split2_train_neg_mean_squared_error,split3_train_neg_mean_squared_error,split4_train_neg_mean_squared_error,mean_train_neg_mean_squared_error,std_train_neg_mean_squared_error,split0_test_r2,split1_test_r2,split2_test_r2,split3_test_r2,split4_test_r2,mean_test_r2,std_test_r2,rank_test_r2,split0_train_r2,split1_train_r2,split2_train_r2,split3_train_r2,split4_train_r2,mean_train_r2,std_train_r2
5.835914134979248,0.42655161071120085,0.025206804275512695,0.01051825022590952,True,100,0.1,1.0,"{'stacking__final_estimator__fit_intercept': True, 'stacking__gbr__n_estimators': 100, 'stacking__lasso__alpha': 0.1, 'stacking__ridge__alpha': 1.0}",-863232788.6343563,-1296582474.1422613,-1623475438.1121738,-665906906.1033872,-453125159.51813257,-980464553.302062,425245852.2208737,59,-317886098.2672313,-287415399.58789593,-455505614.51384354,-329826469.7883908,-297002446.79375404,-337527205.7902231,60856270.962389365,0.873115115795305,0.7544381797717302,0.7772096342421517,0.8756253966909389,0.9098140350557518,0.8380404723111756,0.060801374397708684,52,0.944753011755646,0.9530702117251095,0.91905668874282,0.9460497136557002,0.9520874627092064,0.9430034177176964,0.012406829102000074
6.293993663787842,0.5774210570057415,0.02621016502380371,0.00982643555523698,True,100,0.1,10.0,"{'stacking__final_estimator__fit_intercept': True, 'stacking__gbr__n_estimators': 100, 'stacking__lasso__alpha': 0.1, 'stacking__ridge__alpha': 10.0}",-867636320.7305585,-1315796080.4381492,-1818621416.11398,-668144427.2909254,-463443692.3621043,-1026728387.3871435,486176323.9551662,92,-326604890.9731635,-274011191.5496759,-531847441.2383081,-326856982.76988375,-306775934.048467,-353219288.1158996,91369822.2226875,0.872467849301869,0.7507992842681575,0.7504296517462345,0.8752074842056575,0.9077603268875005,0.8313329192818838,0.06706595800371978,88,0.9432377298960264,0.9552588788811778,0.905490752241477,0.9465354377852613,0.950510800369863,0.9402067198347611,0.017816731835322185
7.302442264556885,0.24584607223822652,0.06673011779785157,0.03791551564509191,True,100,1.0,0.01,"{'stacking__final_estimator__fit_intercept': True, 'stacking__gbr__n_estimators': 100, 'stacking__lasso__alpha': 1.0, 'stacking__ridge__alpha': 0.01}",-882563841.9071522,-1314894495.5206387,-1436266370.3938594,-687768048.0591568,-495429544.8138666,-963384460.1389347,360181839.5578496,30,-277604497.74209446,-274713374.025612,-374549503.67346597,-292434685.85659474,-261465231.09957534,-296153458.47946846,40414807.82204523,0.870273682420243,0.7509700368719057,0.8029004304753542,0.8715422871245548,0.9013941498890876,0.839416117356229,0.05473876352956601,38,0.9517537491984177,0.95514422505618,0.933442583162403,0.9521659524504181,0.9578203386182749,0.9500653696971387,0.008596678662704036
6.665759468078614,0.2546742940114485,0.02620840072631836,0.0036792276432726146,True,100,1.0,0.1,"{'stacking__final_estimator__fit_intercept': True, 'stacking__gbr__n_estimators': 100, 'stacking__lasso__alpha': 1.0, 'stacking__ridge__alpha': 0.1}",-864656755.6332157,-1312662268.9559014,-1504122921.7641103,-703750255.0643466,-471806359.79349726,-971399712.2422142,382851918.9196414,50,-300001250.5007987,-276075564.1697423,-389576049.61139536,-308274793.49297357,-273771402.70906144,-309539812.09679425,42184401.724651515,0.8729058096960227,0.7513928018169289,0.7935884411813099,0.8685572142291476,0.9060958966170427,0.8385080327080903,0.05702826119692799,47,0.9478613073989287,0.954921803797104,0.9307723671514055,0.9495749586370488,0.955835102764121,0.9477931079497216,0.009037447044819402
6.125833797454834,0.5351908991817311,0.04201517105102539,0.01780791388788853,True,100,1.0,1.0,"{'stacking__final_estimator__fit_intercept': True, 'stacking__gbr__n_estimators': 100, 'stacking__lasso__alpha': 1.0, 'stacking__ridge__alpha': 1.0}",-862926887.2234075,-1298260830.1037064,-1635694734.4399452,-667184018.1930627,-453113697.8714398,-983436033.5663124,429030450.3638346,63,-317386370.4691289,-286002547.86249715,-459972547.06829077,-328722306.9612033,-296265976.40407217,-337669949.7530385,62981296.64805943,0.8731600796400725,0.7541203132625781,0.7755327739495602,0.8753868643854787,0.9098163162790409,0.8376032695033462,0.06120255111502388,57,0.9448398619071237,0.9533009051132573,0.9182629151852639,0.946230323479817,0.9522062703668204,0.9429680552104565,0.012779690173274289
6.197142219543457,0.47032123366844353,0.10282711982727051,0.14566964847911823,True,100,1.0,10.0,"{'stacking__final_estimator__fit_intercept': True, 'stacking__gbr__n_estimators': 100, 'stacking__lasso__alpha': 1.0, 'stacking__ridge__alpha': 10.0}",-867586732.931577,-1315008008.334071,-1819078269.4454143,-667894762.8991221,-463408413.58913815,-1026595237.4398645,486279840.4072224,91,-326446121.97223026,-273670100.7078902,-532221106.95333135,-326438938.3575386,-306396951.0446196,-353034643.80712205,91647012.72178242,0.872475138114591,0.7509485384993444,0.7503669575296061,0.8752541152127943,0.9077673484578441,0.8313624195628361,0.06705386919614019,87,0.943265323141456,0.9553145729080478,0.9054243518738119,0.9466038180331083,0.9505719380389309,0.940236000799071,0.01786489141611337
9.566201114654541,0.4622800606556371,0.030939531326293946,0.01056569506111591,True,200,0.001,0.01,"{'stacking__final_estimator__fit_intercept': True, 'stacking__gbr__n_estimators': 200, 'stacking__lasso__alpha': 0.001, 'stacking__ridge__alpha': 0.01}",-906975030.3012792,-1298599393.0817704,-1376211620.0561957,-933478096.5547354,-500786692.1034112,-1003210166.4194782,313986620.79088295,80,-173618779.59484214,-197271778.32298523,-306700748.1229823,-201100035.13211143,-152425541.99136063,-206223376.63285634,53215314.86729046,0.866685530008206,0.7540561922808331,0.8111417746183753,0.825649851514429,0.9003279113730673,0.8315722519589821,0.04984275621641493,84,0.9698259385120646,0.9677890509604458,0.945499301595603,0.9671057193008588,0.9754106589236218,0.9651261338585189,0.010237988574794491
8.713605308532715,0.2696318295585766,0.023907184600830078,0.004691833612349596,True,200,0.001,0.1,"{'stacking__final_estimator__fit_intercept': True, 'stacking__gbr__n_estimators': 200, 'stacking__lasso__alpha': 0.001, 'stacking__ridge__alpha': 0.1}",-886268151.9146487,-1289967744.7332547,-1403535161.563656,-757515186.6277521,-479499569.62972105,-963357162.8938065,341427283.04828537,29,-199658222.25599048,-204326471.1359303,-319839071.58833885,-226557116.85416183,-169420600.39707246,-223960296.44629878,51283797.34454125,0.8697291932018677,0.7556909539117382,0.8073921510248545,0.8585152819802887,0.9045647091779337,0.8391784578593364,0.05208292364322275,41,0.9653004157212547,0.966637145945855,0.9431646225669177,0.9629416603965628,0.9726690102321268,0.9621425709725434,0.010017785990203155
10.16517505645752,0.7520327060036531,0.04954872131347656,0.022093993012157535,True,200,0.001,1.0,"{'stacking__final_estimator__fit_intercept': True, 'stacking__gbr__n_estimators': 200, 'stacking__lasso__alpha': 0.001, 'stacking__ridge__alpha': 1.0}",-879679302.2956682,-1280532218.5004716,-1555199973.3059144,-637313273.0189663,-463181379.25632656,-963181229.2754694,403574080.0370531,25,-215133042.55172637,-211505321.07331863,-401865315.274318,-241950574.64818618,-185805585.73027605,-251251967.85556507,77380227.40352541,0.8706976752057418,0.7574779632557189,0.786579111241546,0.8809659656795529,0.9078125353338098,0.840706650143274,0.05810383582438834,19,0.9626109706035783,0.9654649682960078,0.9285885656262853,0.9604237258707216,0.9700257787393863,0.9574228018271957,0.014770560491859666
9.074800825119018,0.5620631020323691,0.045096731185913085,0.016469816272320983,True,200,0.001,10.0,"{'stacking__final_estimator__fit_intercept': True, 'stacking__gbr__n_estimators': 200, 'stacking__lasso__alpha': 0.001, 'stacking__ridge__alpha': 10.0}",-883194725.9460684,-1295878955.7043843,-1729703661.55026,-627243966.670065,-471360942.9563126,-1001476450.565418,458704845.32865655,72,-217801649.3175776,-200154716.90816772,-476505604.1240219,-240805149.09787226,-188786739.09371436,-264810771.70827073,107294816.77479304,0.8701809500202711,0.7545714202493816,0.7626318807400119,0.8828466579674139,0.906184548386692,0.835283091472754,0.06371772480874771,70,0.9621471803106858,0.967318318711561,0.9153249922691588,0.9606110851098547,0.9695448580492128,0.9549892868900945,0.020099582078458873
9.929148864746093,0.26265378937835027,0.04391570091247558,0.03876784755195087,True,200,0.01,0.01,"{'stacking__final_estimator__fit_intercept': True, 'stacking__gbr__n_estimators': 200, 'stacking__lasso__alpha': 0.01, 'stacking__ridge__alpha': 0.01}",-906964897.6846364,-1298594679.6653903,-1376930032.568657,-758816710.0273123,-500813609.4917737,-968423985.8875538,329321050.32446676,46,-173619405.69563824,-197264935.20286518,-306969960.02364224,-201076125.87488386,-152412374.30686638,-206268560.22077918,53320267.46473836,0.8666870193815319,0.7540570849622699,0.8110431865013894,0.8582721902582566,0.9003225539776717,0.838076407016224,0.050776098908901925,51,0.9698258296989283,0.9677901683194281,0.9454514626623935,0.9671096301794324,0.975412783139032,0.9651179747998428,0.010256958472189341
10.187036991119385,0.4468770460377085,0.0688295841217041,0.05047176070873583,True,200,0.01,0.1,"{'stacking__final_estimator__fit_intercept': True, 'stacking__gbr__n_estimators': 200, 'stacking__lasso__alpha': 0.01, 'stacking__ridge__alpha': 0.1}",-886193738.2261811,-1289917800.8284662,-1406217028.3534389,-683916249.1528375,-479521384.33378214,-949153240.1789411,352106924.83232284,6,-199769007.22569194,-204337041.7976576,-321144359.99095076,-226562745.67182502,-169371155.53838196,-224236862.04490146,51771415.68200663,0.8697401311230968,0.7557004128674266,0.8070241170719021,0.872261705945127,0.9045603673750248,0.8418573468765155,0.053422681819276785,6,0.9652811618565776,0.9666354199460739,0.942932672922201,0.9629407396811184,0.9726769866938073,0.9620933962199556,0.010105993517068453
9.09455828666687,0.4494915691432101,0.05340776443481445,0.05607544081070975,True,200,0.01,1.0,"{'stacking__final_estimator__fit_intercept': True, 'stacking__gbr__n_estimators': 200, 'stacking__lasso__alpha': 0.01, 'stacking__ridge__alpha': 1.0}",-879676284.8792988,-1280547039.6979778,-1560136509.8988762,-632890166.428994,-463184429.8190029,-963286886.14483,405743433.7790342,27,-215129812.14400512,-211491051.3367303,-404687785.4764227,-241943941.17126492,-185794368.97040525,-251809391.81976566,78483213.1730548,0.8706981187298197,0.7574751562455132,0.7859016677968814,0.8817920903562597,0.9078119281771936,0.8407357922611336,0.058346693729136805,18,0.9626115320320219,0.9654672982884779,0.9280870128971782,0.9604248109200192,0.9700275882309626,0.9573236484737319,0.01496708988775747
11.545169258117676,0.7087755138802885,0.10144309997558594,0.1236929278853467,True,200,0.01,10.0,"{'stacking__final_estimator__fit_intercept': True, 'stacking__gbr__n_estimators': 200, 'stacking__lasso__alpha': 0.01, 'stacking__ridge__alpha': 10.0}",-883193231.5843699,-1295887176.995314,-1730737126.8072636,-627510043.3654957,-471360452.978147,-1001737606.346118,458990900.3983561,74,-217798436.12934408,-200153626.46925017,-477060429.7945456,-240802838.32022616,-188780716.24846476,-264919209.39236617,107515129.0655555,0.8701811696735484,0.7545698632059961,0.7624900577735532,0.8827969615561879,0.9061846459075485,0.835244539623367,0.06374310578381577,71,0.96214773874647,0.9673184967607108,0.9152263997918946,0.9606114630877525,0.9695458296566885,0.9549699856087033,0.02013871882327084
11.045823431015014,0.7145992490363191,0.044141960144042966,0.02122366795505033,True,200,0.1,0.01,"{'stacking__final_estimator__fit_intercept': True, 'stacking__gbr__n_estimators': 200, 'stacking__lasso__alpha': 0.1, 'stacking__ridge__alpha': 0.01}",-906864186.2169901,-1298619346.759192,-1377348115.2557337,-711527796.4025416,-501014502.562417,-959074789.4393747,335877289.7232597,15,-173601736.48376,-197179630.28204438,-307144163.02409774,-200394217.80338153,-152355539.6166368,-206135057.44198412,53416570.15565373,0.8667018227614296,0.75405241322208,0.8109858128001407,0.8671045658036818,0.9002825700239098,0.8398254369222483,0.0515951382309467,33,0.9698289005181502,0.967804097085523,0.9454205068031494,0.9672211710625569,0.9754219517308885,0.9651393254400535,0.010276102523852408
13.723825931549072,1.7393656079717381,0.3298347473144531,0.398469211469748,True,200,0.1,0.1,"{'stacking__final_estimator__fit_intercept': True, 'stacking__gbr__n_estimators': 200, 'stacking__lasso__alpha': 0.1, 'stacking__ridge__alpha': 0.1}",-885534903.006352,-1289586975.7022355,-1410962191.0501873,-661468022.9411051,-479643974.9996781,-945439213.5399115,356747163.2819877,1,-200602542.4362195,-204274032.34601843,-323419600.0139872,-226350347.56646577,-168986065.3813493,-224726517.548808,52631225.872937396,0.8698369720119956,0.7557630683650864,0.806372935965018,0.87645446803317,0.9045359680291382,0.8425926824808816,0.053994618958797154,1,0.9651362976733739,0.9666457082612755,0.9425283629521339,0.962975482006713,0.9727391095709361,0.9620049920928864,0.010264926035639617
12.043378925323486,0.3384300305003894,0.21309890747070312,0.2952134417251794,True,200,0.1,1.0,"{'stacking__final_estimator__fit_intercept': True, 'stacking__gbr__n_estimators': 200, 'stacking__lasso__alpha': 0.1, 'stacking__ridge__alpha': 1.0}",-879640557.9841758,-1280724811.1787977,-1565105609.367227,-631186282.8526661,-463186048.38232934,-963968661.9530392,407514086.7828198,31,-215097035.6327111,-211324613.86108634,-407524947.0770478,-241874215.46492893,-185720126.29202342,-252308187.66555953,79623367.49092147,0.8707033701556348,0.7574414878215714,0.7852197557321517,0.8821103328041879,0.9078116060328757,0.8406573105092845,0.0585303575765331,20,0.9626172284231004,0.9654944745480109,0.9275828495077293,0.9604362160744472,0.97003956508548,0.9572340667277535,0.015169983509895747
12.543778610229491,0.17064177943035572,0.05385570526123047,0.028374616677489386,True,200,0.1,10.0,"{'stacking__final_estimator__fit_intercept': True, 'stacking__gbr__n_estimators': 200, 'stacking__lasso__alpha': 0.1, 'stacking__ridge__alpha': 10.0}",-883182610.9726877,-1295977077.78829,-1731842558.6427307,-627621120.1733513,-471355627.51608604,-1001995799.0186291,459337185.5679093,78,-217770536.26144296,-200131141.0467603,-477656292.3156254,-240782464.7267601,-188743091.82180503,-265016705.23447877,107761675.40702,0.8701827307763021,0.7545528367516027,0.7623383587966777,0.8827762152119357,0.9061856063242085,0.8352071495721454,0.06377935003580483,73,0.9621525876017121,0.967322168227578,0.9151205150695696,0.9606147956316871,0.9695518992421913,0.9549523931545476,0.020182373631598215
10.577402114868164,0.960661463266418,0.18106555938720703,0.13595538593595133,True,200,1.0,0.01,"{'stacking__final_estimator__fit_intercept': True, 'stacking__gbr__n_estimators': 200, 'stacking__lasso__alpha': 1.0, 'stacking__ridge__alpha': 0.01}",-907502135.0148202,-1298498577.4895608,-1380364701.2397184,-647215635.726856,-501912634.0204781,-947098736.6982868,346666893.5069303,3,-172937574.43367788,-198157614.14505035,-315573575.3693487,-197600657.95130926,-152982579.97385833,-207450400.3746489,56624858.297913946,0.8666080519264858,0.7540752859064406,0.8105718451607575,0.8791164542503607,0.9001038139992428,0.8420950902486574,0.053061623893829256,3,0.9699443285068959,0.9676444098325333,0.9439226009037787,0.9676781184811069,0.9753207973639042,0.9649020510176438,0.010856696064805256
8.2643479347229,0.6336209536055672,0.12896199226379396,0.12191773278518869,True,200,1.0,0.1,"{'stacking__final_estimator__fit_intercept': True, 'stacking__gbr__n_estimators': 200, 'stacking__lasso__alpha': 1.0, 'stacking__ridge__alpha': 0.1}",-884460224.3230377,-1295232540.4479327,-1446370459.182522,-670797628.8717011,-481545455.6353453,-955681261.6921078,365268898.8776563,13,-198375532.79406685,-200102688.92560044,-334107001.03915244,-217510504.5284901,-165596569.63093826,-223138459.38364965,57966558.36461393,0.8699949369110181,0.7546938458645378,0.8015138411965577,0.874711933114231,0.904157514389237,0.8410144142951163,0.05472472999375015,14,0.965523340630555,0.967326813949498,0.9406292126449889,0.96442143042754,0.9732859041960031,0.9622373403697171,0.011229004718191906
8.470850372314453,0.4118592214157404,0.029879331588745117,0.013340427595324457,True,200,1.0,1.0,"{'stacking__final_estimator__fit_intercept': True, 'stacking__gbr__n_estimators': 200, 'stacking__lasso__alpha': 1.0, 'stacking__ridge__alpha': 1.0}",-879419026.2207133,-1282326370.1171558,-1576870126.863842,-632506068.6664827,-463239780.2396179,-966872274.4215624,411023888.80530334,44,-214653326.3097771,-209953102.97443697,-412472320.6070217,-240752833.14498103,-185103185.20783266,-252586953.64880985,81870680.08130623,0.8707359326724029,0.7571381660229591,0.7836053049714533,0.8818638301240957,0.9078009117262453,0.8402288291034313,0.05889044880864864,26,0.9626943428483038,0.9657184177174425,0.9267037016272589,0.9606196425207886,0.9701390902342509,0.9571750389896089,0.015568470406450796
9.100727701187134,0.6231707938031573,0.028574752807617187,0.006107194893128853,True,200,1.0,10.0,"{'stacking__final_estimator__fit_intercept': True, 'stacking__gbr__n_estimators': 200, 'stacking__lasso__alpha': 1.0, 'stacking__ridge__alpha': 10.0}",-883153187.680073,-1295445149.3191555,-1732225786.0140052,-627460917.1778054,-471328394.02393574,-1001922686.8429949,459424894.20605105,77,-217676784.78197113,-199931624.93234766,-477992340.08405066,-240482445.01055267,-188500718.51806557,-264916782.66539755,107974379.37889282,0.8701870556480233,0.754653579531732,0.762285768308266,0.8828061370881579,0.9061910266340651,0.835224713442049,0.06377205060778385,72,0.9621688811323587,0.9673547456365138,0.9150607994080053,0.960663870375775,0.9695909989872576,0.9549678591079822,0.020219514604735048
13.141759634017944,0.4074035298332338,0.061028575897216795,0.054641341206467145,True,300,0.001,0.01,"{'stacking__final_estimator__fit_intercept': True, 'stacking__gbr__n_estimators': 300, 'stacking__lasso__alpha': 0.001, 'stacking__ridge__alpha': 0.01}",-928207923.150685,-1286649945.4013484,-1370543344.7276776,-909205310.2531358,-517695034.44762164,-1002460311.5960935,305108555.6440098,79,-123487974.71689574,-153902238.33359918,-277534013.74627674,-150100150.62475768,-105841427.7213523,-162173161.0285763,60319316.80574245,0.8635645489866328,0.7563193172124485,0.8119196349444454,0.8301833953773881,0.8969626266655444,0.8317899046372919,0.04764520915269134,83,0.9785384176134427,0.9748705202630635,0.95068222796091,0.9754478586520856,0.9829256243261468,0.9724929297631297,0.011273688780723046
14.353233528137206,1.6899469803999083,0.05494756698608398,0.01584093260828596,True,300,0.001,0.1,"{'stacking__final_estimator__fit_intercept': True, 'stacking__gbr__n_estimators': 300, 'stacking__lasso__alpha': 0.001, 'stacking__ridge__alpha': 0.1}",-902176635.4626296,-1278051349.2534678,-1397140563.9312994,-744695607.3193078,-494246386.3537078,-963262108.4640827,334311614.59230566,26,-150085153.71625897,-161236222.22786987,-291647276.29665464,-175886938.48397225,-123172111.59966551,-180405540.46488425,58236750.50800051,0.867390836596981,0.7579478190344233,0.8082696849326318,0.860909655843156,0.9016296351301297,0.8392295263074644,0.05044222181895324,40,0.9739159630817081,0.9736730120158955,0.9481743023348147,0.9712298691444609,0.9801298324174988,0.9694245957988757,0.011024132579428083
